country_code,Access to electricity (% of population),Bribery incidence (% of firms experiencing at least one bribe payment request),CO2 emissions (metric tons per capita),Current health expenditure (% of GDP),Domestic general government health expenditure (% of GDP),Domestic private health expenditure (% of current health expenditure),Ease of doing business score (0 = lowest performance to 100 = best performance),"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP per capita (current US$),GDP per capita growth (annual %),Gini index,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Overall (1=low to 5=high),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)","Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Rural population (% of total population),Strength of legal rights index (0=weak to 12=strong),"Suicide mortality rate (per 100,000 population)","Unemployment, total (% of total labor force) (modeled ILO estimate)"
IBT,88.24543823228106,,3.4489201488310735,5.34969798153045,2.8146276455668264,46.533114294759436,58.242580827423204,,57.020959890154735,5149.528768430747,3.0575067756081267,,2684.9486947150303,65.12447029186073,80.23718770345054,88.37624613444011,84.31301371256514,2.60491228070175,1.8300842522071967,103.796384494799,41.231678418466295,88.50284830729167,22.421315181718068,49.21234795033943,5.609929078014187,8.442516010106303,5.483289267043067
IDA,59.5163017269677,,0.5464625804077977,3.8117983742372004,1.0383707506041966,57.2551978805271,52.271938356164405,,59.63066531184317,1389.163932794463,1.83091259186354,,1020.9866150637234,64.8425318250229,59.34011586507163,73.49436696370446,66.3589884440104,2.42927272727273,1.5695086226116999,82.25877269337354,69.42306048110156,75.68946075439457,21.050294566310935,62.687665346992226,5.680365296803654,6.0343694931029335,4.903114689567654
IDB,66.64327898270189,,0.859509831894734,3.5119824266025534,0.999233044341424,61.659420487916094,56.314575777777804,,53.80338089269063,1846.5866794909068,0.7790351563390686,,1532.71901742855,59.58066193184707,58.01764170328777,75.53811899820964,66.84408569335936,2.45222222222222,1.8951284665994768,84.65425877084947,84.64478929176941,77.63951619466144,18.979996946098634,57.45246787610353,5.488888888888887,6.673341809588024,5.739722850840736
IDN,98.73666636149089,,2.2454639619266197,2.8924833166666666,1.4130035266666667,50.644097646666665,69.11386,34.6013603210449,65.38499704996742,4054.7754217242705,3.910981480563643,37.86666666666667,2199.5084553626966,70.01666666666667,93.9921798706055,97.3313369750977,95.658561706543,3.15,0.7778907590127577,123.85084916666666,24.066666666666666,102.334838867188,18.201345755693602,44.23499999999999,6.0,2.4,3.879999955495197
IDX,55.9056619511094,,0.3878174220352497,4.06743263475797,1.0715732918741734,54.1320122111424,51.22642867816089,,62.58119592502246,1157.5529000962533,2.79468626463396,,764.9859996460917,67.51348905983734,59.68883387247723,72.25389862060547,65.87067159016927,2.42478260869565,1.29544919260574,81.07072265739232,61.520951454661265,74.61994171142577,21.5315463411052,65.34277086892017,5.729885057471264,5.710326326571839,4.534275049562177
IMN,100.0,,,,,,,,,87358.59096564165,0.3123663783495147,,,,,,,,,,,,,47.314,,,
IND,96.77217610677087,,1.8026455790544464,2.9933491500000002,0.9548008666666666,67.27909597,69.86220333333333,,45.54300053914386,2047.5829569925233,3.5796455011755035,35.333333333333336,1160.1646044591232,52.13666666666666,65.7908096313477,82.3667068481445,74.3729934692383,3.18,2.4907211980621935,85.16086023666666,35.03333333333333,91.661491394043,13.530135301352999,65.67533333333334,9.0,12.666666666666666,5.289999961853024
IRL,100.0,,7.409203408268103,6.739600976666666,5.0159250900000005,25.5726579,79.58075666666667,,59.03633499145506,80293.6121569525,4.890515925833537,30.6,22188.372830860597,73.41666666666667,,,,3.51,0.28171765109759,104.85034999999999,3.233333333333333,99.53099060058564,22.1518987341772,36.67333333333333,7.0,9.700000000000001,5.213333129882813
IRN,100.0,,7.66308431828375,7.294666926666667,3.510256926666667,51.67125956333333,58.57743666666667,,38.886333465576165,3691.475400009073,-2.9768361289796132,41.26666666666667,2668.061042653077,47.93,,,,2.85,2.2191282565399,131.0810458,13.566666666666668,100.258232116699,5.88235294117647,24.77333333333333,2.0,5.366666666666667,11.223333040873234
IRQ,99.96133677164717,,4.375410404810297,4.399167696666666,2.1543615666666667,50.519653319999996,44.68789,,36.63400014241537,5934.255921300366,2.2018812627525297,,2579.70728827633,44.63333333333333,,,,2.18,3.2053303884390965,94.81066217,26.400000000000002,,25.2279635258359,29.390333333333334,0.0,3.6333333333333333,12.897333145141635
ISL,100.0,,4.63885266325386,8.5734272,7.094501179999999,17.252265926666663,78.97802666666666,73.8671493530273,72.24566650390624,70784.24283787824,0.8447240144626335,,29737.9329040775,86.80666666666667,,,,3.23,,122.02275426666667,2.033333333333333,100.38572692871104,38.0952380952381,6.159,4.0,11.533333333333333,3.2400000095367467
ISR,100.0,,6.90513261560363,7.484996160000001,4.843030293333334,33.24453481333333,76.11052333333333,,61.18233489990234,43321.982862872166,1.8739831037383168,38.6,21291.1515501279,72.25666666666667,,,,3.31,5.23925010986843,134.10994696666666,3.6333333333333333,102.12713877360034,24.7222222222222,7.526666666666663,6.0,5.333333333333333,3.8666666348775203
ITA,100.0,11.8,5.333167271135753,8.670743623333335,6.407154876666667,26.10603841,72.91467,,44.82499949137366,33989.70685379023,1.4830965742210498,35.2,19342.61021331517,65.78333333333332,99.13990020751957,99.44004058837895,99.28465270996094,3.74,1.3308922361306132,133.3319854,3.0666666666666664,97.64021555582683,35.7142857142857,29.363333333333333,2.0,6.7,10.169999758402493
JAM,99.07412211100262,,2.8750557732594966,6.0542742433333325,3.9486825433333337,33.21770985999999,69.21124666666667,,59.1773338317871,5366.330177388726,0.7565111045419473,,4015.0796890172132,71.06666666666666,,,,2.52,1.5745420757534168,102.0515119,13.866666666666665,77.57655334472656,17.4603174603175,44.11866666666666,9.0,2.3666666666666667,8.160000165303549
JOR,99.96666717529297,2.5,2.45434380132445,7.648576733333333,3.8430669300000004,46.15460841,66.41062333333333,43.7317199707031,32.43100102742513,4373.041764162507,0.41876154277254796,,3345.4203519532566,41.77,97.8320770263672,98.6142120361328,98.2271118164063,2.69,4.63996579374173,80.54356917,15.666666666666666,78.68198394775393,15.3846153846154,8.871666666666668,7.333333333333333,1.6000000000000003,17.296666463216166
JPN,100.0,,8.627880614839219,10.74527931,9.007568356666665,16.1718483,78.01375,,60.41466649373373,40214.37345025253,0.1705067256353344,,19663.280397000533,79.56333333333333,,,,4.03,0.9385186222192701,145.15114913333332,2.533333333333333,,10.1075268817204,8.32933333333334,5.0,15.766666666666666,2.40000009536743
KAZ,100.0,11.6,11.588397186812534,2.797591366666667,1.685267173333333,39.71059672333333,79.05305,97.399787902832,66.72033437093104,9812.605995773452,3.020853153257843,27.8,6095.6167302877975,76.58,99.7389907836914,99.8296813964844,99.7816314697266,2.81,1.000555329331992,139.84696613333332,10.166666666666666,107.71286773681668,27.1028037383178,42.49733333333334,7.333333333333333,18.066666666666666,4.816666762034097
KEN,66.89485549926759,23.9,0.39596312003924866,4.49643167,2.0262307733333333,35.25256601666666,72.47054000000001,,70.53033192952473,1870.9000828475534,2.914697420409573,,1203.8983304806234,74.64333333333333,78.1889266967773,84.9888305664063,81.5349731445313,2.81,1.2005971945836467,101.28608611666668,43.43333333333334,,21.776504297994297,72.652,10.666666666666666,6.066666666666666,4.756333510080977
KGZ,99.9161580403646,31.4,1.6308538390540768,4.666463853333333,2.349021513333333,46.39028549,67.01742333333334,,54.63966623942056,1352.0681249482034,2.1972931733936196,29.03333333333333,1051.5371272841833,62.38333333333333,99.4997177124023,99.6770095825195,99.5859985351563,2.55,1.5628355579655568,135.78518076666668,18.599999999999998,107.24901072184268,19.1666666666667,63.489,9.0,7.6000000000000005,6.907333532969157
KHM,83.0252176920573,,0.9533517278440667,6.720307666666667,1.686785376666667,68.32885996666666,53.828920000000004,,81.09899902343746,1599.4565888082068,5.63766747200523,,1045.76011063493,84.91333333333334,,,,2.58,2.2273250082918232,126.44127386666666,26.96666666666667,90.01807149251302,20.0,76.33399999999999,10.0,4.9,0.14566666881243398
KIR,89.38962300618493,,0.7691428361220499,10.742217060000002,8.532670976666667,2.8311348733333332,46.882479999999994,,,1573.2852312685266,-0.10899407037903315,27.8,1285.31799116199,,,,,,,46.33093396666667,51.73333333333333,,6.521739130434779,45.42433333333333,4.0,28.233333333333334,
KNA,100.0,,4.74371265887817,5.335178216666667,2.5705606133333334,51.84385808333334,54.626929999999994,,,21554.341439637665,3.3065545153158866,,,,,,,,,127.82532713333332,15.533333333333333,,13.3333333333333,69.20866666666667,5.0,,
KOR,100.0,,11.941298859887034,7.957405093333333,4.709974286666667,40.82873789333333,83.98737333333332,,61.104000091552734,32413.918958081736,2.0800251389981805,,15181.263625596534,69.03000000000002,,,,3.61,2.6164305268717167,132.88377376666668,3.1333333333333333,101.95207722981776,16.7777777777778,18.560333333333336,5.0,28.600000000000005,3.773333311080933
KWT,100.0,,22.044681063657364,5.363852976666666,4.6854987166666655,12.626446723333332,65.79006333333334,31.1964302062988,72.72666676839194,32715.1875685908,-1.326261410745363,,12584.030813653202,74.91333333333333,94.905158996582,96.6664581298828,96.0564727783203,2.86,5.35611479885942,173.30800426666664,8.766666666666667,87.00151062011714,4.102564102564107,0.0,1.0,2.8666666666666667,2.1663333574930834
LAC,97.82196860669387,,2.373280676845377,7.87674481464808,3.9787875108702395,49.267134510376074,59.3781431884058,,58.2186099818465,8229.2819446208,-0.054446531716962676,,5445.308540429814,69.83433525642374,93.59999084472656,94.46908060709637,94.02269744873051,2.63588235294118,1.1914597739863932,103.49932744354435,16.6385659323272,98.39398701985677,33.339449928224965,19.7594668176357,5.0,6.291038448530323,8.07343581491247
LAO,98.6604436238607,40.3,2.653663888142837,2.4811168533333334,0.9295594666666666,44.18940735,50.47573,,76.5960006713867,2598.994248569956,4.118483550656397,38.8,,81.36666666666666,,,,2.7,,57.85045715333333,46.300000000000004,94.07556406656903,27.5167785234899,64.56866666666667,6.0,5.466666666666666,0.8436666727066037
LBN,99.88324483235681,21.8,4.06838623708449,8.655956269999999,4.2692834500000005,49.76714579666666,54.36200666666667,,39.09233347574867,7686.237910621174,-5.395586198419657,,6413.706362812084,50.913333333333334,93.3050079345703,96.8546600341797,95.0694427490234,2.72,4.789520889078303,62.710354593333335,7.266666666666667,,4.6875,11.297000000000002,2.0,2.6999999999999997,11.1653334299723
LBR,23.0263779958089,,0.23749216998746933,8.659640950000002,1.4713291366666665,58.27145258666667,43.33267,,74.43033091227217,684.9823322870876,-3.635160037623257,,,77.14666666666666,,,,2.23,1.3312152153188002,39.23138089,81.10000000000001,,12.3287671232877,48.53966666666667,10.0,4.466666666666667,3.02000006039937
LBY,68.09493509928386,,8.413109217284328,,,,32.702666666666666,,38.23766581217447,10639.406563654598,-6.2076061765588095,,,52.79666666666666,,,,2.11,,54.8583745,11.633333333333333,,15.957446808510602,19.703999999999997,0.0,4.933333333333334,19.588333765665702
LCA,99.29391988118486,,2.940702330542564,4.3549272199999995,2.026351296666667,52.63982391666667,63.64354666666666,41.2525405883789,58.278667449951136,11511.958699711502,0.4266322183639953,,,79.45333333333333,,,,,,87.79476141333333,23.833333333333332,98.15077463785808,16.6666666666667,81.27133333333332,5.0,7.933333333333334,16.5733331044515
LCN,97.99677202803774,,2.5734068844296267,7.950799423994123,4.04949705696931,48.79725863825343,59.417372222222205,,57.75087907206114,8767.10686245261,0.09680529259705369,,5725.799268818638,69.47958294665631,93.74704233805339,94.58092498779301,94.15255991617836,2.66434782608696,1.2206499070764532,103.28096130457199,16.76666666666667,98.07457478841151,31.511878413945666,19.211278199963665,5.24242424242424,6.241448636534727,7.912406581791927
LDC,52.68246873480947,,0.34323324971573865,3.8727570271940035,0.9184282098364364,55.06284156444526,48.629564666666674,,63.674932532618264,1096.3091574101666,2.299010292560847,,717.9731153318374,68.68431393830848,58.08850606282554,71.48197937011724,64.66382853190107,2.38769230769231,1.3824453346493835,75.39201505721711,63.37444952225303,72.62666829427087,22.997835349348435,66.07395776574697,5.05925925925926,5.68645242033769,4.55085027278027
LIC,41.16747161034923,,0.294204353588652,4.92774929693581,1.1123373042647833,48.1273415025806,46.631995802469135,,64.03482470317937,713.4533310912424,0.911313147007944,,557.803563154103,68.83291549067944,53.30964914957686,68.52272796630855,60.80427042643226,2.35,1.2905361179899166,58.29077678704217,68.96666666666665,65.8809407552083,21.846442796235035,66.83842743136728,5.098765432098763,6.119008462180367,5.103069292936146
LIE,100.0,,3.86092069665124,,,,64.84683666666668,,,171532.57208492866,,,,,,,,,,125.29166813333332,,98.74934641520201,12.0,85.64,3.0,,
LKA,99.69400278727214,,1.0607580709225433,4.02395741,1.8802378200000003,51.88301340333334,61.79031666666666,62.54788208007813,49.11400095621747,3918.5443275535,1.8680572516447,,2956.676150750957,57.656666666666666,91.31911468505864,92.94521331787105,92.07191467285152,2.6,1.9550734886398697,136.1919657,7.3,99.2629776000977,5.481481481481481,81.45133333333335,2.0,14.066666666666668,4.339999993642173
LMC,88.72222753543633,,1.7640308601990864,3.780524354427353,1.4455263645457634,58.36541136185003,56.96424524691357,,51.922507171163666,2385.990989553063,2.695753862954477,,1507.4078404673235,58.39606822073507,69.0570526123047,82.3590520222982,75.78892262776696,2.56977272727273,1.9922876431923466,98.40989546713053,46.9,90.37600708007812,19.861374905894504,58.127804259404336,5.462962962962966,8.555566716579472,5.093681895988163
LMY,87.90349522474573,,3.4050511116656197,5.294819300861557,2.7573878944948333,47.02594249925354,57.86208669211197,,57.171921391346764,4973.645577240233,3.0463563607199036,,2583.825753715493,65.14311711819387,80.0823771158854,88.29702758789062,84.1977564493815,2.57439252336449,1.8325139492954199,103.30332081972199,41.43894040158033,88.46504720052083,22.904407588803597,49.48270968648553,5.664122137404583,8.45131135611101,5.47955890190937
LSO,45.333473205566406,,0.3569536423742717,11.146726289999998,4.98511823,14.294722876666668,59.18057000000001,,50.22366714477544,1166.4201454337933,0.38704155569004994,,870.2192826800873,69.85333333333334,,,,2.28,1.6778810805445865,77.76461119333332,90.8,,22.9326047358834,71.55900000000001,5.0,73.8,22.564333597819
LTE,99.35174517591463,,6.676370183056126,5.7324243934696995,3.2102238187047405,43.956151383713404,70.95451472222223,,63.6834197093182,9927.051070029149,4.425097456386376,,4416.654288359353,74.38844802413924,95.01570892333989,97.5416437784831,96.27873992919922,2.89372093023256,1.9120276062018469,124.039632763666,10.128931316033507,97.7575251261393,21.803384923301934,37.0005552431387,6.375000000000003,9.179645045351021,5.102521079287353
LTU,100.0,0.2,4.184858201955453,6.84862073,4.477352776666667,34.2655131,81.39920000000001,,58.05699920654293,19445.9060814106,4.897417787787913,35.43333333333333,10560.195673453301,78.00999999999999,,,,3.02,1.9939068448095167,134.28420183333333,3.733333333333333,104.26871236165367,21.2765957446809,32.20366666666667,6.0,26.53333333333333,6.22333351771037
LUX,100.0,,15.3143535620851,5.34246365,4.5708533933333335,13.087917966666666,69.59774333333333,,57.0176658630371,114564.05568401267,0.8694257451308108,34.6,35235.3542315039,71.36333333333333,,,,3.63,0.6206257263056899,134.5601621,2.7999999999999994,81.3608576456706,23.333333333333332,8.857666666666669,3.0,11.066666666666668,5.59000015258789
LVA,100.0,2.0,3.9843533008135132,6.449106696666667,3.8880637466666665,39.48837661666667,80.29360333333334,90.71905771891277,57.20633443196616,17906.238091534065,3.733835703372567,34.699999999999996,9291.002004672688,77.86333333333333,99.9064025878906,99.8683700561523,99.8893127441406,2.81,2.039871826781113,108.22112376666666,4.133333333333334,98.33806864420576,30.333333333333332,31.804666666666662,9.0,19.433333333333334,6.6766665776570635
MAC,100.0,,,,,,,,69.24766540527344,86640.27046001777,-0.9228730857104699,,20247.11652848803,78.15666666666667,,,,,,405.8435222,,102.91633605957001,,0.0,,,1.77666668097178
MAF,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,99.0999984741211,16.9,1.9075773747855431,5.316402279999999,2.125589366666667,59.47966130333333,72.81186666666667,,41.2293332417806,3232.3281250000036,1.50846956450066,,1777.0894775390634,48.703333333333326,64.5913772583008,83.3013534545898,73.7500076293945,2.54,3.1061531650503333,126.69251723333333,19.766666666666666,95.956303914388,20.5063291139241,37.18633333333333,2.0,7.2,9.27499993642171
MCO,100.0,,,1.5488408033333334,1.31991279,14.788188296666666,,,,188317.63450270533,5.8031512510092105,,,,,,,,,85.97107565333333,3.1333333333333333,,33.3333333333333,0.0,,,
MDA,99.99666595458984,11.9,3.267530010860533,6.447808743333333,3.7790748266666667,38.19388453333333,73.96909333333333,74.7755406697591,38.65899912516273,4404.946149629076,5.61360961358157,25.900000000000002,2908.6594693330067,46.02,,,,2.46,0.34550706771158635,89.50552343333334,14.866666666666667,102.01374562581366,24.752475247524732,57.306333333333335,8.0,14.6,4.769999980926513
MDG,32.860000610351534,,0.14436390693499868,3.8574802066666667,1.28470246,38.10491307333333,47.49988333333334,9.7143497467041,84.62166341145836,523.616755780358,1.2692941683918846,,333.7419155333707,87.18666666666668,75.0705795288086,78.3782806396484,76.6796798706055,2.39,0.617876716692344,45.66615903666667,52.5,64.00747172037761,16.9977924944812,62.36233333333334,2.0,5.5,1.8523333470026666
MDV,100.0,,4.006671905518357,7.910824460000001,6.188675086666667,19.993560153333334,53.28248666666667,,54.257667541503935,10467.435665954501,3.9006039463271605,29.3,4668.1858998821235,71.92333333333333,,,,2.67,,159.4240419,7.2,92.16915384928387,5.02591841334235,59.90533333333334,2.0,2.766666666666667,5.433000087738037
MEA,96.9149180767556,,5.596279176523507,5.5887650770599935,3.299746171407833,41.50266663741246,60.370206984127,,42.2364139039047,7626.3773203702995,-0.044628373832609,,3802.789356848323,50.441076718313035,72.63312021891277,85.24703470865892,79.2005716959635,2.784,5.20286538487544,109.20458756570501,22.099999999999998,92.20736694335936,16.468884111904732,34.42343495000184,2.9047619047619033,4.347075915469773,9.39133220795232
MEX,99.56666564941406,,3.5431984119331736,5.414938133333334,2.6765597666666667,50.56999969666666,72.33917333333333,35.6546287536621,57.87166595458984,9862.473390075154,-0.49610991396476667,46.7,6631.6737244912365,64.95,94.6080474853516,96.2329025268555,95.3799133300781,3.05,0.508160795868724,95.51317823666666,14.266666666666666,102.39565531412734,48.20000000000001,19.652,10.0,5.333333333333333,3.4133333365122502
MHL,96.99756368001302,,3.06831506073696,16.56166331333333,6.933920700000001,15.557401659999998,50.905139999999996,,,3979.923547382157,4.95084298666215,35.5,2855.3042191956833,,,,,,,27.21504992,31.899999999999995,77.2962493896484,7.070707070707069,22.711666666666662,10.0,,
MIC,93.28218815203665,,3.7630656872449397,5.299481218115243,2.778201878513407,47.012655190381736,60.7775910576923,,56.5567431404992,5463.76637411338,3.2235978781966033,,2820.94288292204,64.79443814330882,82.52456919352217,90.03690083821614,86.29372914632164,2.63927710843373,1.8394543739545801,108.06972534383,35.4033104793459,92.18621826171876,23.197606353830963,47.4848003486867,5.810897435897437,8.719996284102502,5.517606053283417
MKD,99.93333435058594,7.4,3.8364948822631,7.0209833800000006,4.10415125,41.580406190000005,80.71596333333333,,45.1786664326986,6083.172071827493,3.5229064704577566,33.0,3761.011042491693,65.79666666666667,,,,2.7,1.0907656549479439,92.98014443333334,7.233333333333333,93.4167327880859,38.8888888888889,41.87366666666667,9.0,9.4,18.420000076293935
MLI,48.857518513997356,,0.29328779850047,3.8400985433333332,1.2572391833333334,33.31807581333333,53.00636,7.11877012252808,63.940333048502595,884.297059527311,1.6568234468997132,36.1,610.3640664438141,71.37666666666667,25.7351608276367,46.184139251709,35.4737701416016,2.59,2.7446658159982036,116.10919496666666,95.26666666666667,,9.29705215419501,57.123999999999995,6.0,4.1,7.437333265940347
MLT,100.0,2.4,3.261602451581497,8.413230263333332,5.31998364,36.7561938,65.92544,45.2157211303711,58.80966567993159,31314.805268837867,1.98521844059946,30.233333333333334,13362.818505886666,74.00999999999999,95.9887237548828,93.0099716186523,94.5031890869141,2.81,0.520914508280329,142.77254176666665,6.5,106.72763061523467,13.9303482587065,5.344000000000004,2.0,6.066666666666666,3.6333332856496163
MMR,67.64811197916664,,0.6573899467041939,4.7523498533333335,0.7336839066666666,76.12030283666667,45.713100000000004,22.7649192810059,59.783667246500634,1264.1322522066366,5.976248485852647,,,65.16333333333334,86.2686080932617,92.3929290771484,89.0699462890625,2.3,2.1658109283974336,139.03041543333333,45.73333333333333,95.3996124267578,10.931485758275599,69.239,2.0,2.9,0.6233333349227906
MNA,96.38253621561263,,3.8299986606940633,5.915190754280668,2.76886680983597,52.51819946800729,53.74658435897433,,38.14932145580334,3584.4170367220936,-0.21154501458498975,,2438.3779875583864,47.004998222148764,69.73207600911464,82.68978881835939,76.2163848876953,2.51083333333333,2.955831444056533,103.85570986652063,23.895380113712733,91.39002736409508,16.4915794074154,38.2006513430213,3.0256410256410233,4.103083501662456,11.052266525836002
MNE,100.0,21.4,4.1258594263886765,8.334406536666666,5.034537313333334,39.59286371666667,73.78195333333333,,48.32433319091797,8890.052902131081,4.4316727615208595,36.8,6030.276946640234,65.79666666666667,98.2713470458984,99.4504699707031,98.8471832275391,2.75,1.4119229096280532,182.4204235,2.6999999999999997,96.43080139160156,26.748971193415667,32.96233333333333,12.0,21.066666666666666,15.136666615804032
MNG,97.51994069417317,24.7,7.034629430567656,3.7955300766666666,2.1591611700000004,37.92530949666667,67.74065666666667,,56.890333811442105,4322.179543394787,4.477677123889497,32.7,2762.9040529040067,65.43333333333334,,,,2.37,0.7153800832504436,135.73521233333335,16.266666666666666,105.579549153646,17.257309941520433,31.489666666666665,9.0,18.133333333333333,5.41933345794678
MNP,100.0,,,,,,,,,21401.9848775163,-14.370987135747335,,11233.0940055838,,,,,,,,,,,8.322000000000003,,,
MOZ,30.14963340759277,21.1,0.24319930489265132,7.919626553333333,1.7151722866666665,15.77520498,54.85142,,76.1733322143555,505.6454291495157,-0.25346351202288003,,393.6522974562147,78.39333333333333,,,,,1.39177014434531,48.33922406666667,73.8,53.81500752766926,40.66666666666667,63.65200000000001,1.0,13.566666666666668,3.4626667499542236
MRT,45.32406743367513,,0.8611975658676411,3.3952282266666667,1.29349319,50.92007954666667,50.50083333333333,,40.47933451334634,1718.7920368828634,2.486892074895367,,984.8618474470327,46.53333333333333,,,,2.33,2.0246028349592797,103.96206146666668,73.83333333333333,73.95849355061854,20.2614379084967,45.77133333333333,2.0,3.1,10.390333175659201
MUS,99.81628163655598,,3.284407471509,6.088644343333333,2.8035374466666667,53.63108316666666,81.09092333333334,,54.37566630045573,11134.2272575738,3.2204782157348966,,7733.404516563984,66.18,,,,2.73,0.15812280542772497,148.46291176666668,15.799999999999999,99.27288309733088,17.198067632850233,59.225,6.0,9.233333333333333,6.363333225250241
MWI,13.473333358764634,,0.07724495314310934,8.205271086666666,2.4072130499999997,21.9372584,60.7454,,72.85566711425783,576.095875557688,2.3565527417563565,38.5,,77.40333333333334,,,,2.59,1.0317402454002682,44.8560225,41.43333333333334,80.3485870361328,20.833333333333368,82.905,11.0,5.466666666666666,5.753999869028724
MYS,99.9974136352539,,7.86880029664333,3.7995382166666665,1.9723496833333332,48.093663533333334,81.42738333333334,62.6133613586426,62.903999328613274,11415.243763429133,3.185580479183493,,6565.84455279297,68.60666666666667,93.59939829508464,96.18635050455725,94.93222300211595,3.22,1.008903500047525,137.90618456666667,8.533333333333333,100.2260564168294,14.243391373436202,23.583333333333332,7.0,5.6000000000000005,3.273333311080933
NAC,100.0,,14.9251944728623,16.2908567917983,8.438402102982183,48.20548280722527,81.75466166666666,,60.01590841658043,62503.347939848936,1.8844178156475497,,39496.57316784153,73.56837983684271,,,,3.81,3.2307361664103866,105.87255248950466,6.333333333333333,100.13928222656233,25.5851755526658,17.701185846000097,10.0,15.546482357114334,3.964979282349033
NAM,54.78569157918293,,1.7037134360007364,8.436097143333333,3.9471464133333334,48.55381648,61.35099333333333,,47.13166681925457,5214.9945163032135,-2.1140065016533067,,3423.4501248252636,60.46666666666667,91.4364318847656,91.6274185180664,91.5272674560547,,3.108841615386133,113.03003203333333,42.56666666666666,93.5638147989909,43.85683760683761,49.29466666666667,5.0,9.766666666666667,19.952000300089537
NCL,100.0,,,,,,,,54.44699986775717,35319.858720961434,,,,71.19666666666666,,,,,,91.95402299,,,,29.036333333333335,,,14.888999938964835
NER,18.516380945841433,,0.0904506463555374,5.5419039733333335,1.9360002266666665,51.00003179,55.27684666666667,,73.0963338216146,559.6409001577673,2.396693215726587,37.3,367.135237292106,73.42333333333333,26.6499996185303,43.5940589904785,35.0499992370605,2.07,2.59134275857673,51.98896731,81.36666666666667,62.2621383666992,16.9590643274854,83.51366666666667,6.0,5.3,0.5510000189145411
NGA,55.76666768391927,,0.5694314568510827,3.048004863333334,0.48761391666666665,73.04308573333333,55.71883,,50.26633326212566,2162.4986174536734,-0.479743170715674,35.1,1873.8002163077733,56.376666666666665,52.6564788818359,71.2557067871094,62.0160102844238,2.53,0.47509518596394096,90.63046536333331,117.90000000000002,,4.105372978612413,49.114,9.0,3.5,8.50533326466878
NIC,87.74444325764973,,0.7971492463417924,8.464772546666667,5.1276450166666665,35.79213587666667,54.43771,,61.625001271565736,1954.5062733104903,-4.8270362527201165,,1416.7410026738,69.48666666666666,,,,,0.6121648445754974,97.32112665333334,16.833333333333336,,44.927536231884034,41.31933333333333,2.0,4.433333333333334,5.2073332468668605
